username,tweet,label
CommuterLine,nur suksesnya kebijakan kerjasama dukungan peran aktif pengguna menekan penyebaran covid 19 imbau melakukannya pengguna patuhi marka tanda yg ikuti arahan petugas 3,0
Im00568047,majalah tempo bongkar penikmat cuan pcr kongsi pencari rezeki laboratorium tes pcr dimiliki politikus amp konglomerat meraup untung pandemi covid 19 terendus mafiapcr mafiapcr,0
Riau1Official,target 322 ribu 21 persen lansia riau divaksin covid 19,0
Riau1Official,bertambah 2 orang pasien covid 19 riau,0
KangBakSoo1,masyarakat apresiasi kinerja jokowimaruf kepemimpinan membawa perubahan signifikan bidang infrastruktur penanganan covid 19 berjalan,0
Yus73968403,tersingkir sekandal yg covid 19 dicaripresidentanpautang dicaripresidentanpautang,0
aan_muba,warning covid selesai masyarakat disiplin menerapkan protokol kesehatan prokes mengantisipasi munculnya gelombang ketiga covid 19 epidemologi hati hati gelombang ketiga,0
FitRadioBandung,munculnya varian covid 19 utk disiplin menjalankan protokol kesehatan menjauhi kerumunan batasi hindari ruangan tertutup ramai staysafe stayfitforlife,0
fansyvr,covid test ni kena jual harga panadol sepapan benda ni dah keperluan harian ya,1
konten_juragan,penanganan covid 19 indonesia diapresiasi salah terbaik dunia bersatulawancovid 19 indonesiasehatindonesiahebat,0
SinarOnline,asia tenggara indonesia mendominasi angka tertinggi kes covid 19 4 2 juta kes,0
KompasTV,sekretaris pers gedung putih jen psaki positif covid 19 negatif kontak biden,0
konten_juragan,mayoritas masyarakat puas kinerja presiden jokowi penanganan pandemi covid 19 bersatulawancovid 19 indonesiasehatindonesiahebat,0
pol_wrjayeng,ciptakan situasi aman cegah penyebaran covid 19 personel polsek warujayeng gelar patroli rutin operasi yustisi objek vital wilayah kec tanjunganom,0
HeryDeny1,bangga krna proyek covid ya,1
Mauri_SMM_SEO,coronavirusworld data coronavirusupdates coronavirus covid 19 covid 19 covid 19,0
liputan6dotcom,top 3 6 persen penduduk negara miskin vaksin covid 19,0
opsiin,rangkuman covid ratusan siswa terpapar corona who sorot kaltara by cnn indonesia,0
KEZIAAM0UR,ancama nyata ekonomi dunia negara g20 sepakat cegah covid 19 g20 sepakat m,0
KangBakSoo1,masyaraka apresiasi kinerja jokowimaruf kepemimpinan membawa perubahan signifikan bidang infrastruktur penanganan covid 19 berjalan,0
rif_soel,kepikiran mo jual kayanya susah pdhl jual nya covid indonesia pasrah aja gatau nonton nggak liat headliners nya aja dlu ntar,0
lantas_poso,giat masker warga masker cegah penularan covid 19 masker rumah,0
ph69zx,brigando mais comprindo as normas da covid kdaksdkaskdakskdkaksdkaksdkak,0
Antara_Jabar,29 63 kelurahan depok catatkan nol covid 19 news jawa barat,0
Hannahputri4,tukang koar 2 vaksinasi covid efek samping kematian gabisa,0
baladew4247,lelah covid kebijakan yg selaras penanganan penyimpangan selaras penegakan hukum,0
501Awani,kadar dicapai 40 selepas program imunisasi covid 19 kebangsaan pick remaja rasmi 19 september awaninews awanipagi,0
danniabdi,semoga november kedepannya cita 2 tercapai covid hilang aminn,0
pushidrosal,jakarta 31 oktober 2021 bertempat sdn 4 ciaruteun ilir kecamatan cibungbulang kabupaten bogor serbuan vaksinasi covid 19 tni angkatan laut berlanjut minggu 31 10,0
madiuntoday_,tambahan konfirmasi kesembuhan aktif tinggal orang madiun kondisi covid 19 kota madiun kemarin tambahan kesembuhan minggu 31 10 konfirmasi 7 263 o,0
ayojalanterus_,giliran pedagang ayam broiler teriak merugi akibat terdampak covid,0
tya_fira01,gambaran penanganan covid negara,0
AGhaniyya,udah masuk november lonjakan terpapar covid 19 meningkat berbanding lurus naiknya orang vaksin mencapai puncaknya tanggal ditetapkan pcr laku keras,0
EduLiberator,manajemen kesehatan siklus decline vaksinasi immunisasi pandemi covid 19,0
NS_IndahID,presiden jokowi usulkan upaya percepat pencapaian sdgs payung pemenuhan hak hak pembangunan berkelanjutan target sdgs diperjuangkan pascapandemi covid 19,0
eka_harijanto,relaksasi yg muncul relaksasi dipandang bhw covid hilang,1
Antara_Jabar,wakil wali kota bogor buka pameran foto rekam wabah covid 19 news jawa barat,0
bpbd_ntb,update harian perkembangan covid 19 31 oktober 2021 nusa tenggara barat terapkan 5m kegiatan bermasyarakat memakai masker mencuci tangan menjaga jarak menghindari kerumunan mengurangi mobilitas siapuntukselamat salamtangguh updatecovid 19ntb,0
BeritakiniB,pautan diabetes kematian covid 19 diabetes faktor risiko tertinggi menyumbang kematian covid 19 pakar peru,0
hadibonerz,gak target dikejar min capek berurusan covid 2021 semoga membaik gak gelombang ketiga,0
beritaalhijrah,pengarah urusan madad mohammad yaakub yusra mohd yusof jalinan kerjasama membantu usahawan terkesan pandemik covid 19 membantu mencipta peluang perniagaan baharu,0
pol_wrjayeng,kendalikan covid 19 polisi warujayeng bagikan masker,0
pushidrosal,jakarta 30 oktober 2021 tni angkatan laut menggencarkan serbuan vaksinasi covid 19 wilayah bogor serbuan vaksinasi percepatan vaksinasi prosentase vaksinasi wilayah bogor tergolong rendah tingkat nasional,0
kodim_0710,babinsa koramil 20 pekalongan selatan monitoring pelaksanaan vaksinasi covid 19 masyarakat bertempat tpq ibnu hajar kelurahan kuripan kertoharjo minggu 31 10,0
_jaemnana,ga 2019 berduka kalo 2020 karna covid,0
heekece,eh kayanya kalo gaada covid gue gaakan tau iland deh stan enhypen nya telat,0
Media_Selangor,kumpulan wang simpanan pekerja kwsp fokus membantu kalangan ahlinya memulihkan dana simpanan persaraan berikutan pelaksanaan kemudahan pengeluaran akibat pandemik covid 19,0
Fateyizzatie,orang ni ve covid la suruh swab la rapid test laa ni batuk sakit tekak simptom ni xelok la nak tu memuaskan hati manusia xpernah puas jugak la rapid test result negative jeee,1
abrokengoddess,kemiskinan hutang covid ajang bisnis sepi gonggongan buzerrrp bipang menggonggong anjing nyawa manusia piye berisik solidaritas,1
leearfaa,2019 gk berduka 2020 covid parah,0
DrAlexArifianto,dose regimenya 3 suntikan instead of just 2 pemakai diencourage booster pfizer or moderna to enhance their immunities,1
tinkerylbell,2019 gaada sm lg berduka 2020 covid,0
lokapomtanimbar,hai basudarabpom mari katong simak gelaja infeksi covid 19 varian delta infogarfis pastikan menerapkan protokolkesehatan aktivitasmu self diagnosis diagnosa ahlinya lokapomtanimbar,0
TolikaraPolres,polri peduli berbagi dimasa pandemi covid 19 divisihumaspolri poldapapua polrestolikara humaspolres tolikara polripresisi polriuntuknegeri polisiindonesia polricegahcorona bersamalawancovid 19,0
AndifaizalAbd,diruwetnesia penanganan covid dgn suka 2 olegarki mafiapcr mafiapcr,1
jacqlinesz,kakdjakdkakdka briga sim passar covid jamais,1
LuqmanBeeNKRI,pagi indonesia lho perusahaan yg dlm setahun pandemi berhasil meraih laba 800 an persen bisnis alat swab covid 19 enak ya bisnis dg fasilitas kuota proteksi koneksi sungguh t e r l a l u,1
contactap2,halo kak ryu informasikan berdasarkan adendum satgas covid 19 no 21 kemenhub no 93 2021 syarat penerbangan mlg hlp wajib hasil negatif rt pcr berlaku 3x24 jam 1,0
TolikaraPolres,ayo vaksin papua sehat bebas covid 19 divisihumaspolri poldapapua polrestolikara humaspolres tolikara polripresisi polriuntuknegeri polisiindonesia polricegahcorona bersamalawancovid 19,0
TolikaraPolres,berbagi prioritas dimasa pandemi covid 19 divisihumaspolri poldapapua polrestolikara humaspolres tolikara polripresisi polriuntuknegeri polisiindonesia polricegahcorona bersamalawancovid 19,0
CNNIndonesia,jon bon jovi positif covid 19 konser miami,0
getaranmy,ramai ahli berumur 55 simpanan kwsp rendah susulan pengeluaran berkaitan covid iaitu i sinar i lestari i citra getaranmy kwsp,1
indahhestari,pemerintah memprioritaskan lansia vaksin covid 19 pulihkannkridenganvaksin,0
dalgomnna,2019 gaada sm berduka mendiang sulli 2020 gara covid,0
m_sael,irisan 1 2 1 kalo pilpres diskusi terkait pilkada jd 2024 demo mahasiswa 2 akun yg bahas 2 covid kayak kurawa profesor singapur 3 kemaren taktekbum yg magang merdeka blm dibayar eh dikatain k drone,1
paraNEWnormal,ni arena vaksin mlh jd endorse covid,1
Bams_1eng,covid selesai epidemologi hati hati gelombang ketiga minggu 31 10 2021 gantari,1
rossii_A,wis isolasi wis gak covid covidan,1
exomalaysia_,covid 19 36 kematian baharu direkod 7 daripadanya bid menjadikan,0
501Awani,menjadikan kematian disebabkan covid 19 28 912 kes awaninews awanipagi,0
mediaindonesia,21 oktober warga maroko masuk restoran toko pusat kesehatan kantor pemerintah lokasi wisata publik wajib paspor kesehatan,0
biaslu_,keinget saudara gw yg nikah trus pcr pas harga jutaan and then kena covid trus isolasi mandiri hotel pas udah enakan test pcr lg tmpat yg sampe 3 kali test dapet hasil negatif dah bnyak duit ya yg buang miris mafiapcr,1
PolrestabesSby,selamat pagi sobat humas polrestabes surabaya selamat beraktifitas taati rambu lintas berkendara taati protokol kesehatan upaya pencegahan penyebaran virus covid 19 polrestabessurabaya,0
Humas_DinkesPB,update data pelaksanaan vaksinasi covid 19 tenaga kesehatan palayan publik lansia provinsi papua barat pertanggal 31 oktober 2021 dinkespabar humasdinkespabar vaksinasipabar vaksinasinasional kemenkes ri papuabaratnkri,0
ehtitaa,lehan positif covid 3 kemarin tipes mas,1
TanahMerah77,presiden joko widodo tegaskan proses vaksimasi covid 19 merata setara pulihkannkridenganvaksin,0
jpnncom,menkominfo kenaikan apapun bukti virus covid 19 hidup kominfo,1
hidupginiiamat,ngerayain halloween offline masker lupa kali ya covid masi,0
RieGucciano,manfaat wabah covid pengusaha yg penguasa simak,1
BO082021,buku komik anak the chronicles of ghazi seri 3 suka silahkan order baca keterangan gt gt gt nussa ikatancinta covid covid 19 covid 19 coronavirus nu new news agamaislam islam zonauang zonajajan dropship reseller tokoonline,1
idntimes,minimal divaksinasi covid 19 dosis,0
Konfrontasi_co,ed sheeran rilis album solo keempat isolasi covid 19,0
CarelineSesb,jom daftar program imunisasi covid 19 kebangsaan mendaftar aplikasi mysejahtera layari laman web hubungi talian 1800 800 828 sesb,0
abrokengoddess,kucing mati anjing mati pejabat mati pengusaha mati kehidupan lihat tetangga mati saudara mati teman kantor mati woy klean sengaja bisnis wabah covid ajal insyaf,1
zahrakth1,hii kaa terimakasih giveawaynya semoga kebaikan kaka bawa berkah yaa lt 3 bismillah beli kaa stok dirumah karna emang kebutuhan slama covid rumah kesehatan wish me luck dom palembang,0
konten_juragan,sri mulyani pamer keberhasilan penanganan covid 19 menteri singapura newnormal lawancovid 19,0
abrokengoddess,yg bisnis aji mumpung wabah covid lihat ayam mati kena tetelo gak ya memangnya fikir allah sulit gitu kejang trus mati mendadak kaya gitu,1
NewsAntv,mendagri perkembangan penanganan covid 19 solo relatif bagus via pandemic covid 19 solo,0
konten_juragan,cermat ambil kebijakan penanganan covid 19 newnormal lawancovid 19,0
cheabdullah_dcl,sumbangan mafi prihatin 10 ahli ppk bachok terjejas covid 19 dcl lpp mafiprihatin keluargamalaysia bertanisatuibadah lebarkankasihsayangtautkankiambang,1
ResBangka,kbo sat polairud ipda kodri pimpin apel pagi personil polres bangka halaman mapolres bangka menghimbauan personil menjaga kesehatan pandemi lupa mentaati protokol kesehatan covid 19 poldababel,0
Shahrrrilll,panadol pon x banding dgn vaksin mat anti vaksin alhamdulillah fully vaccinated dah survive covid september tp kerisauan org dgn effect vaksin ambil berat dikaji jgn menidakkan kerisauan org,0
SarwediEdi6,pertanda diindonesia covid merendahkan pemimpin negara seakan penyebar covid 19,1
mediaindonesia,kali bertemu presiden selasa 26 10 jarak 1 8 meter memakai masker,0
IwanKareem,maksud pasca covid yg kena jam tidur sy berkurang krn bny rumah jd kebalik malem ga tidur ngantuk,1
Isti52863208,emil 1 keberhasilan dlm pemerataan pembangunan infrastruktur ekonomi sdm papua yg udah top markotop penanganan covid 19 vaksinasi yg diakui dunia 2 masukan utk perhatikan jg nasib jutaan guru honorer yg hidupnya msh dibawah layak,0
konten_juragan,memahami konsep segitiga endemi epidemi covid 19 membantu terbebas pandemi newnormal lawancovid 19,0
goblokhaseyo,sampe lupa gw kl covid krn yg party diluar,0
purnawanthadi,hildaa indonesia buru buru ngetiknya acara motret sepi nih nunggu badai covid mereda kayaknya,0
ilhamyanuar_,berkah beasiswa covid,0
Abu_Hafiiz,sbnarny mudah sih bandingkan aj tingkat kematian nasional d sblm covid dgn covid klo y namany bkn pandemi tp plandemit,1
Polripresisi,polresta tangerang kawal kegiatan vaksinasi akabri 89 500 orang jajaran polresta tangerang polda banten mengawal kegiatan vaksinasi covid 19 digelar alumni akabri 89 sport club citra raya kecamatan panongan kabupaten tangerang min,0
youongho,udah covid jalan 2 kota bawa anaknya kena gimana sih,0
__Susanti,pas lakik gabisa libur angka covid turun orang orang liburan pas giliran lakik dah libur angka covid melonjak lockdown auto gk liburan plis udah ya covid gelombangnya,0
lantasresloteng,personel unit kamsel satlantas polres lombok membagikan masker pengendara ranmor kusir cidomo pejalan kaki rangka disiplin prokes covid 19 bertempat jl pahlawan praya kegiatan berjalan aman lancar,0
nadyanatsumi18,gak orang berjemur bersin kalo kena sinar matahari pagi covid,1
araasaak,emil mnurut keberhasilan jokowi sngt bnyk membangun infrastruktur menangani wabah covid 19 dll saran jokowi menegakkan hukum orang 2 membutuhkan hukum membasmi koruptor yg merajalela,1
AnnabelBestie,tpatvtahun 1 nov 2020 gw kena covid buka mata 2 g nyium,0
WongNdesa9,sblm kadrun nyangkem jokowi kena covid,1
yudhitiakrnwn,gimana orang gak bilang covid konspirasi coba cuan,1
faketravelerID,berteman covid agenda memusnahlan manusianya,1
ekadalabang,id squad yg pincang milan ttp konsisten menang ibra ibra milan udh bangun mental perginya gigio hakan yg terbaru pulihnya maignan sma diaz yg sembuh covid milan menang,1
BeritakiniB,kwsp bina simpanan persaraan ahli kuala lumpur susulan kemudahan pengeluaran khas akibat pandemik covid 19 kumpulan wang simpanan pe,1
detikcom,universitas panama perhatian penanganan pandemi covid 19 pemerintah ri apresiasi indonesia,0
nuro_tan11,pt pln persero berkontribusi signifikan upaya merespon pandemi covid 19 menjaga dinamika pertumbuhan ekonomi masyarakat berskala,0
aytramairtup,inget kkn pas tingginya covid gue jakarta temen kkn temen kknnya asik asik kali ketemu ketemu kaliurang ngobrolnya kaya udah temen,0
LAlkhansa,pcr wajib sy dukung klo berbayar sy tolak pencegahan penyebaran covid 19 kewajiban negara melindungi rakyatnya rakyat dijadikan konsumen kapitalis,1
PagiArya,pemerintah kesembuhan covid 19 bertambahan mencampai 4 088 138 orang pulihkannkridenganvaksin,0
bdm2502,usman hamid kematian positif covid 19 via,0
agendadaily,covid 19 3 163 kes baharu 13 kematian singapura semalam,0
cnbcindonesia,catat daftar orang disuntik vaksin covid,0
babe72__,kepala kampung waibon distrik salawati barat kabupaten raja ampat arni dana otsus bermanfaat ekonomi masyarakat pandemi covid 19 peran otsus papua papuaindonesia,0
lisamorni,lps die dtg esh kt site sis barulah die setuju yg sis ckp slp aribulan bkn kne covid tp kena denggi,1
Cahaya_Dfa,pandemi euforia mengabaikan protokol kesehatan pakai masker kegiatan interaksi lakukan vaksinasi ayo pakai masker ayo vaksin kunci berdamai covid 19,0
SashaArmy04,kk nya makasih udah ngadain ga semoga kk keluarga sehat umur semoga kk keluarga terhindar virus covid 19 jg semoga kk bahagia orang kk semoga dilancarkan rezekinya aamiin wish me luck,0
eradotid,pilihan capres,1
PRFMnews,duh aktif covid 19 kota bandung,0
antmegapolitan,kerumunan diprediksi gelombang ketiga penularan covid 19 covid 19 nataru,0
opsiin,digital payment memicu masyarakat konsumtif era pandemi covid 19 by suara,0
dnanggrain,covid gasiee,1
DikmasHst,giat yustisi satlantas polres hst membagikan masker himbauan msyarakat menekan angka penyebaran virus covid 19 kab hst mendisiplinkan masyarakat mematuhi protokol kesehatan 5m,0
swrdlily,mbak 2 pekerja shift yg wfo despite covid abis weekly swab nahan nangis,0
whopsssiee,semoga fokus sekolah keluarga covid 19 turun hang out bareng temen temen last but not least banjir orderan,1
zaiminfadhilahh,thank you mrcc dah turun tenure thank you for all the hardwork sempatlah jugak tengok tidur malam nangis gelak tawa 2 kerja last tenure 2 covid on high peak lockdown uia urus bas tolong ksam and so on tengok dah penat,0
opsiin,ampuh tangkal covid 19 masker kf 94 4 ply kn 95 5 ply suara,0
IRangkayo,mahasiswa pendidikan ilmu akal sehat g dipakai udh tahuu covid dimana seharus nya dikampus jalanan,0
Metaliscv,ya bener kematian covid aja buruk senasional kemiskinan extreme ya naekkin namanya ga modal anti radikalisme doang eh pelatihan teroris terbesar jateng,1
Itsfield,not covid alhamdulillah nervous gak ah dah kena covid pastu dah ambik 2 dose vaccines pastu kena covid pisang ah,0
Citilink,artha silakan kunjungi informasi terkait dokumen dibutuhkan terbang terima kasih,0
aliewardhana,wkwkwk ga diakuin trs berdampingan covid 19 kelabakan,0
Coffee2Talks,pemerintah menyediakan layanan vaksinasi covid 19 official atlet penonton perhelatan peparnas xvi 2021 covid 19 covidvaccine prokesjalanterus peparnaspapua 2021,0
SashaArmy04,done kk nya makasih udah ngadain giveaway semoga kk keluarga sehat umur semoga kk keluarga terhindar virus covid 19 jg semoga kk bahagia orang kk semoga dilancarkan rezekinya aamiin wish me luck,0
